UKBPPP_ProteinID	olink_target_fullname	OlinkID	UniProt	Assay	Panel	Panel_Lot_Nr	UniProt2	HGNC.symbol	ensembl_id	chr	gene_start	gene_end	Strand	Dilution_factor	block	expansion
LILRA3:Q8N6C8:OID30376:v1	Leukocyte immunoglobulin-like receptor subfamily A member 3	OID30376	Q8N6C8	LILRA3	Cardiometabolic_II	B20706	Q8N6C8	LILRA3	ENSG00000276175	19	54294163	54306461	-1	1:100	D	yes
LILRA4:P59901:OID30162:v1	Leukocyte immunoglobulin-like receptor subfamily A member 4	OID30162	P59901	LILRA4	Cardiometabolic_II	B20706	P59901	LILRA4	ENSG00000239961	19	54333185	54339162	-1	1:1	A	yes
LILRA6:Q6PI73:OID30346:v1	Leukocyte immunoglobulin-like receptor subfamily A member 6	OID30346	Q6PI73	LILRA6	Cardiometabolic_II	B20706	Q6PI73	LILRA6	ENSG00000244482	19	54236592	54242791	-1	1:10	C	yes
LIPF:P07098:OID30266:v1	Gastric triacylglycerol lipase	OID30266	P07098	LIPF	Cardiometabolic_II	B20706	P07098	LIPF	ENSG00000182333	10	88664441	88678814	1	1:1	B	yes
LMNB1:P20700:OID31501:v1	Lamin-B1	OID31501	P20700	LMNB1	Oncology_II	B20705	P20700	LMNB1	ENSG00000113368	5	126776623	126837020	1	1:1	D	yes
LMNB2:Q03252:OID31109:v1	Lamin-B2	OID31109	Q03252	LMNB2	Neurology_II	B20707	Q03252	LMNB2	ENSG00000176619	19	2427638	2456959	-1	1:1	D	yes
LMOD1:P29536:OID30212:v1	Leiomodin-1	OID30212	P29536	LMOD1	Cardiometabolic_II	B20706	P29536	LMOD1	ENSG00000163431	1	201896456	201946588	-1	1:1	B	yes
LMOD1:P29536:OID30547:v1	Leiomodin-1	OID30547	P29536	LMOD1	Inflammation_II	B20704	P29536	LMOD1	ENSG00000163431	1	201896456	201946588	-1	1:1	A	yes
LMOD1:P29536:OID31014:v1	Leiomodin-1	OID31014	P29536	LMOD1	Neurology_II	B20707	P29536	LMOD1	ENSG00000163431	1	201896456	201946588	-1	1:1	C	yes
LMOD1:P29536:OID31416:v1	Leiomodin-1	OID31416	P29536	LMOD1	Oncology_II	B20705	P29536	LMOD1	ENSG00000163431	1	201896456	201946588	-1	1:1	C	yes
LMOD2:Q6P5Q4:OID30864:v1	Leiomodin-2	OID30864	Q6P5Q4	LMOD2	Neurology_II	B20707	Q6P5Q4	LMOD2	ENSG00000170807	7	123655866	123664290	1	1:1	A	yes
LONP1:P36776:OID30219:v1	Lon protease homolog, mitochondrial	OID30219	P36776	LONP1	Cardiometabolic_II	B20706	P36776	LONP1	ENSG00000196365	19	5691834	5720572	-1	1:1	B	yes
LPA:P08519:OID30747:v1	Apolipoprotein(a)	OID30747	P08519	LPA	Inflammation_II	B20704	P08519	LPA	ENSG00000198670	6	160531482	160664275	-1	1:100000	D	yes
LPP:Q93052:OID30190:v1	Lipoma-preferred partner	OID30190	Q93052	LPP	Cardiometabolic_II	B20706	Q93052	LPP	ENSG00000145012	3	188153284	188890671	1	1:1	A	yes
LRCH4:O75427:OID30191:v1	Leucine-rich repeat and calponin homology domain-containing protein 4	OID30191	O75427	LRCH4	Cardiometabolic_II	B20706	O75427	LRCH4	ENSG00000077454	7	100574011	100586129	-1	1:1	A	yes
LRFN2:Q9ULH4:OID30895:v1	Leucine-rich repeat and fibronectin type-III domain-containing protein 2	OID30895	Q9ULH4	LRFN2	Neurology_II	B20707	Q9ULH4	LRFN2	ENSG00000156564	6	40391591	40587364	-1	1:1	B	yes
LRG1:P02750:OID30751:v1	Leucine-rich alpha-2-glycoprotein	OID30751	P02750	LRG1	Inflammation_II	B20704	P02750	LRG1	ENSG00000171236	19	4536402	4540036	-1	1:100000	D	yes
LRIG3:Q6UXM1:OID30450:v1	Leucine-rich repeats and immunoglobulin-like domains protein 3	OID30450	Q6UXM1	LRIG3	Inflammation_II	B20704	Q6UXM1	LRIG3	ENSG00000139263	12	58872149	58920504	-1	1:1	A	yes
LRP2:P98164:OID30960:v1	Low-density lipoprotein receptor-related protein 2	OID30960	P98164	LRP2	Neurology_II	B20707	P98164	LRP2	ENSG00000081479	2	169127109	169362534	-1	1:1	B	yes
LRP2BP:Q9P2M1:OID30907:v1	LRP2-binding protein	OID30907	Q9P2M1	LRP2BP	Neurology_II	B20707	Q9P2M1	LRP2BP	ENSG00000109771	4	185363872	185395924	-1	1:1	B	yes
LRRC37A2:A6NM11:OID31440:v1	Leucine-rich repeat-containing protein 37A2	OID31440	A6NM11	LRRC37A2	Oncology_II	B20705	A6NM11	LRRC37A2	ENSG00000238083	17	46511508	46556910	1	1:1	D	yes
LRRC38:Q5VT99:OID30924:v1	Leucine-rich repeat-containing protein 38	OID30924	Q5VT99	LRRC38	Neurology_II	B20707	Q5VT99	LRRC38	ENSG00000162494	1	13474973	13514003	-1	1:1	B	yes
LRRC59:Q96AG4:OID30361:v1	Leucine-rich repeat-containing protein 59	OID30361	Q96AG4	LRRC59	Cardiometabolic_II	B20706	Q96AG4	LRRC59	ENSG00000108829	17	50375059	50397523	-1	1:10	C	yes
LRRFIP1:Q32MZ4:OID31344:v1	Leucine-rich repeat flightless-interacting protein 1	OID31344	Q32MZ4	LRRFIP1	Oncology_II	B20705	Q32MZ4	LRRFIP1	ENSG00000124831	2	237627587	237813682	1	1:1	C	yes
LRTM1:Q9HBL6:OID30906:v1	Leucine-rich repeat and transmembrane domain-containing protein 1	OID30906	Q9HBL6	LRTM1	Neurology_II	B20707	Q9HBL6	LRTM1	ENSG00000144771	3	54918231	54967088	-1	1:1	B	yes
LRTM2:Q8N967:OID31020:v1	Leucine-rich repeat and transmembrane domain-containing protein 2	OID31020	Q8N967	LRTM2	Neurology_II	B20707	Q8N967	LRTM2	ENSG00000166159	12	1820267	1836753	1	1:1	C	yes
LSM8:O95777:OID31269:v1	U6 snRNA-associated Sm-like protein LSm8	OID31269	O95777	LSM8	Oncology_II	B20705	O95777	LSM8	ENSG00000128534	7	118184144	118204035	1	1:1	B	yes
LTB:Q06643:OID31383:v1	Lymphotoxin-beta	OID31383	Q06643	LTB	Oncology_II	B20705	Q06643	LTB	ENSG00000227507	6	31580525	31582522	-1	1:1	C	yes
LUZP2:Q86TE4:OID31402:v1	Leucine zipper protein 2	OID31402	Q86TE4	LUZP2	Oncology_II	B20705	Q86TE4	LUZP2	ENSG00000187398	11	24496970	25082638	1	1:1	C	yes
LYPLA2:O95372:OID30817:v1	Acyl-protein thioesterase 2	OID30817	O95372	LYPLA2	Neurology_II	B20707	O95372	LYPLA2	ENSG00000011009	1	23791145	23795539	1	1:1	A	yes
LYSMD3:Q7Z3D4:OID30950:v1	LysM and putative peptidoglycan-binding domain-containing protein 3	OID30950	Q7Z3D4	LYSMD3	Neurology_II	B20707	Q7Z3D4	LYSMD3	ENSG00000176018	5	90515611	90529584	-1	1:1	B	yes
LYVE1:Q9Y5Y7:OID30728:v1	Lymphatic vessel endothelial hyaluronic acid receptor 1	OID30728	Q9Y5Y7	LYVE1	Inflammation_II	B20704	Q9Y5Y7	LYVE1	ENSG00000133800	11	10556966	10611689	-1	1:100000	D	yes
LYZL2:Q7Z4W2:OID31180:v1	Lysozyme-like protein 2	OID31180	Q7Z4W2	LYZL2	Oncology_II	B20705	Q7Z4W2	LYZL2	ENSG00000151033	10	30611779	30629762	-1	1:1	A	yes
LZTFL1:Q9NQ48:OID30637:v1	Leucine zipper transcription factor-like protein 1	OID30637	Q9NQ48	LZTFL1	Inflammation_II	B20704	Q9NQ48	LZTFL1	ENSG00000163818	3	45823316	45916042	-1	1:10	B	yes
M6PR:P20645:OID30208:v1	Cation-dependent mannose-6-phosphate receptor	OID30208	P20645	M6PR	Cardiometabolic_II	B20706	P20645	M6PR	ENSG00000003056	12	8940361	8949761	-1	1:1	B	yes
MAG:P20916:OID30967:v1	Myelin-associated glycoprotein	OID30967	P20916	MAG	Neurology_II	B20707	P20916	MAG	ENSG00000105695	19	35292125	35313807	1	1:1	B	yes
MAGEA3:P43357:OID31331:v1	Melanoma-associated antigen 3	OID31331	P43357	MAGEA3	Oncology_II	B20705	P43357	MAGEA3	ENSG00000221867	X	152698767	152702347	1	1:1	B	yes
MAMDC2:Q7Z304:OID30309:v1	MAM domain-containing protein 2	OID30309	Q7Z304	MAMDC2	Cardiometabolic_II	B20706	Q7Z304	MAMDC2	ENSG00000165072	9	70043848	70226972	1	1:10	C	yes
MAMDC4:Q6UXC1:OID31342:v1	Apical endosomal glycoprotein	OID31342	Q6UXC1	MAMDC4	Oncology_II	B20705	Q6UXC1	MAMDC4	ENSG00000177943	9	136850943	136860799	1	1:1	C	yes
MAN1A2:O60476:OID30262:v1	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB	OID30262	O60476	MAN1A2	Cardiometabolic_II	B20706	O60476	MAN1A2	ENSG00000198162	1	117367449	117528872	1	1:1	B	yes
MAN2B2:Q9Y2E5:OID30306:v1	Epididymis-specific alpha-mannosidase	OID30306	Q9Y2E5	MAN2B2	Cardiometabolic_II	B20706	Q9Y2E5	MAN2B2	ENSG00000013288	4	6575189	6623362	1	1:10	C	yes
MANEAL:Q5VSG8:OID31244:v1	Glycoprotein endo-alpha-1,2-mannosidase-like protein	OID31244	Q5VSG8	MANEAL	Oncology_II	B20705	Q5VSG8	MANEAL	ENSG00000185090	1	37793847	37801137	1	1:1	A	yes
MANSC4:A6NHS7:OID30141:v1	MANSC domain-containing protein 4	OID30141	A6NHS7	MANSC4	Cardiometabolic_II	B20706	A6NHS7	MANSC4	ENSG00000205693	12	27762427	27780236	-1	1:1	A	yes
MAP1LC3A:Q9H492:OID30868:v1	Microtubule-associated proteins 1A/1B light chain 3A	OID30868	Q9H492	MAP1LC3A	Neurology_II	B20707	Q9H492	MAP1LC3A	ENSG00000101460	20	34546854	34560345	1	1:1	A	yes
MAP1LC3B2:A6NCE7:OID30074:v1	Microtubule-associated proteins 1A/1B light chain 3 beta 2	OID30074	A6NCE7	MAP1LC3B2	Cardiometabolic_II	B20706	A6NCE7	MAP1LC3B2	ENSG00000258102	12	116548105	116576606	1	1:1	A	yes
MAP2:P11137:OID31138:v1	Microtubule-associated protein 2	OID31138	P11137	MAP2	Neurology_II	B20707	P11137	MAP2	ENSG00000078018	2	209424047	209734147	1	1:1	D	yes
MAP2K1:Q02750:OID31468:v1	Dual specificity mitogen-activated protein kinase kinase 1	OID31468	Q02750	MAP2K1	Oncology_II	B20705	Q02750	MAP2K1	ENSG00000169032	15	66386837	66491656	1	1:1	D	yes
MAPK13:O15264:OID31205:v1	Mitogen-activated protein kinase 13	OID31205	O15264	MAPK13	Oncology_II	B20705	O15264	MAPK13	ENSG00000156711	6	36127809	36144524	1	1:1	A	yes
MAPKAPK2:P49137:OID31293:v1	MAP kinase-activated protein kinase 2	OID31293	P49137	MAPKAPK2	Oncology_II	B20705	P49137	MAPKAPK2	ENSG00000162889	1	206684905	206734281	1	1:1	B	yes
MAPRE3:Q9UPY8:OID31177:v1	Microtubule-associated protein RP/EB family member 3	OID31177	Q9UPY8	MAPRE3	Oncology_II	B20705	Q9UPY8	MAPRE3	ENSG00000084764	2	26970637	27027219	1	1:1	A	yes
MARS1:P56192:OID30658:v1	Methionine--tRNA ligase, cytoplasmic	OID30658	P56192	MARS1	Inflammation_II	B20704	P56192	MARS1	ENSG00000166986	12	57475445	57517569	1	1:10	B	yes
MBL2:P11226:OID30759:v1	Mannose-binding protein C	OID30759	P11226	MBL2	Inflammation_II	B20704	P11226	MBL2	ENSG00000165471	10	52765380	52772784	-1	1:100000	D	yes
MCEE:Q96PE7:OID31033:v1	Methylmalonyl-CoA epimerase, mitochondrial	OID31033	Q96PE7	MCEE	Neurology_II	B20707	Q96PE7	MCEE	ENSG00000124370	2	71109684	71130239	-1	1:1	C	yes
MCEMP1:Q8IX19:OID30501:v1	Mast cell-expressed membrane protein 1	OID30501	Q8IX19	MCEMP1	Inflammation_II	B20704	Q8IX19	MCEMP1	ENSG00000183019	19	7677088	7679829	1	1:1	A	yes
MCTS1:Q9ULC4:OID31444:v1	Malignant T-cell-amplified sequence 1	OID31444	Q9ULC4	MCTS1	Oncology_II	B20705	Q9ULC4	MCTS1	ENSG00000232119	X	120594010	120621159	1	1:1	D	yes
MDH1:P40925:OID30669:v1	Malate dehydrogenase, cytoplasmic	OID30669	P40925	MDH1	Inflammation_II	B20704	P40925	MDH1	ENSG00000014641	2	63588609	63607197	1	1:1000	C	yes
MDM1:Q8TC05:OID30945:v1	Nuclear protein MDM1	OID30945	Q8TC05	MDM1	Neurology_II	B20707	Q8TC05	MDM1	ENSG00000111554	12	68272443	68332381	-1	1:1	B	yes
MECR:Q9BV79:OID30274:v1	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	OID30274	Q9BV79	MECR	Cardiometabolic_II	B20706	Q9BV79	MECR	ENSG00000116353	1	29192657	29230942	-1	1:1	B	yes
MED21:Q13503:OID30066:v1	Mediator of RNA polymerase II transcription subunit 21	OID30066	Q13503	MED21	Cardiometabolic_II	B20706	Q13503	MED21	ENSG00000152944	12	27022546	27066343	1	1:1	A	yes
MEGF11:A6BM72:OID30099:v1	Multiple epidermal growth factor-like domains protein 11	OID30099	A6BM72	MEGF11	Cardiometabolic_II	B20706	A6BM72	MEGF11	ENSG00000157890	15	65895079	66253756	-1	1:1	A	yes
MELTF:P08582:OID30347:v1	Melanotransferrin	OID30347	P08582	MELTF	Cardiometabolic_II	B20706	P08582	MELTF	ENSG00000163975	3	196980590	197029835	-1	1:10	C	yes
MENT:Q9BUN1:OID30595:v1	Protein MENT	OID30595	Q9BUN1	MENT	Inflammation_II	B20704	Q9BUN1	C1orf56	ENSG00000143443	1	151047751	151051986	1	1:10	B	yes
MEP1A:Q16819:OID31459:v1	Meprin A subunit alpha	OID31459	Q16819	MEP1A	Oncology_II	B20705	Q16819	MEP1A	ENSG00000112818	6	46793389	46839778	1	1:1	D	yes
MFAP3L:O75121:OID30933:v1	Microfibrillar-associated protein 3-like	OID30933	O75121	MFAP3L	Neurology_II	B20707	O75121	MFAP3L	ENSG00000198948	4	169986597	170033031	-1	1:1	B	yes
MFAP4:P55083:OID30598:v1	Microfibril-associated glycoprotein 4	OID30598	P55083	MFAP4	Inflammation_II	B20704	P55083	MFAP4	ENSG00000166482	17	19383442	19387190	-1	1:10	B	yes
MICALL2:Q8IY33:OID30889:v1	MICAL-like protein 2	OID30889	Q8IY33	MICALL2	Neurology_II	B20707	Q8IY33	MICALL2	ENSG00000164877	7	1428465	1459470	-1	1:1	B	yes
MINDY1:Q8N5J2:OID31399:v1	Ubiquitin carboxyl-terminal hydrolase MINDY-1	OID31399	Q8N5J2	MINDY1	Oncology_II	B20705	Q8N5J2	MINDY1	ENSG00000143409	1	150996549	151008376	-1	1:1	C	yes
MINK1:Q8N4C8:OID31156:v1	Misshapen-like kinase 1	OID31156	Q8N4C8	MINK1	Neurology_II	B20707	Q8N4C8	MINK1	ENSG00000141503	17	4833340	4898061	1	1:1	D	yes
MKI67:P46013:OID30455:v1	Proliferation marker protein Ki-67	OID30455	P46013	MKI67	Inflammation_II	B20704	P46013	MKI67	ENSG00000148773	10	128096659	128126423	-1	1:1	A	yes
MLLT1:Q03111:OID31211:v1	Protein ENL	OID31211	Q03111	MLLT1	Oncology_II	B20705	Q03111	MLLT1	ENSG00000130382	19	6210381	6279975	-1	1:1	A	yes
MMP15:P51511:OID30299:v1	Matrix metalloproteinase-15	OID30299	P51511	MMP15	Cardiometabolic_II	B20706	P51511	MMP15	ENSG00000102996	16	58025754	58046901	1	1:10	C	yes
MMUT:P22033:OID30159:v1	Methylmalonyl-CoA mutase, mitochondrial	OID30159	P22033	MMUT	Cardiometabolic_II	B20706	P22033	MMUT	ENSG00000146085	6	49430360	49463253	-1	1:1	A	yes
MN1:Q10571:OID30908:v1	Transcriptional activator MN1	OID30908	Q10571	MN1	Neurology_II	B20707	Q10571	MN1	ENSG00000169184	22	27748277	27801756	-1	1:1	B	yes
MNAT1:P51948:OID31327:v1	CDK-activating kinase assembly factor MAT1	OID31327	P51948	MNAT1	Oncology_II	B20705	P51948	MNAT1	ENSG00000020426	14	60734742	60969965	1	1:1	B	yes
MOCS2:O96007:OID30638:v1	Molybdopterin synthase catalytic subunit	OID30638	O96007	MOCS2	Inflammation_II	B20704	O96007	MOCS2	ENSG00000164172	5	53095679	53110063	-1	1:10	B	yes
MORC3:Q14149:OID31073:v1	MORC family CW-type zinc finger protein 3	OID31073	Q14149	MORC3	Neurology_II	B20707	Q14149	MORC3	ENSG00000159256	21	36320189	36386148	1	1:1	D	yes
MORF4L1:Q9UBU8:OID31257:v1	Mortality factor 4-like protein 1	OID31257	Q9UBU8	MORF4L1	Oncology_II	B20705	Q9UBU8	MORF4L1	ENSG00000185787	15	78810487	78898139	1	1:1	B	yes
MORF4L2:Q15014:OID31160:v1	Mortality factor 4-like protein 2	OID31160	Q15014	MORF4L2	Oncology_II	B20705	Q15014	MORF4L2	ENSG00000123562	X	103675496	103688158	-1	1:1	A	yes
MORN4:Q8NDC4:OID31217:v1	MORN repeat-containing protein 4	OID31217	Q8NDC4	MORN4	Oncology_II	B20705	Q8NDC4	MORN4	ENSG00000171160	10	97614553	97633500	-1	1:1	A	yes
MPRIP:Q6WCQ1:OID31420:v1	Myosin phosphatase Rho-interacting protein	OID31420	Q6WCQ1	MPRIP	Oncology_II	B20705	Q6WCQ1	MPRIP	ENSG00000133030	17	17042457	17217679	1	1:1	C	yes
MRC1:P22897:OID30694:v1	Macrophage mannose receptor 1	OID30694	P22897	MRC1	Inflammation_II	B20704	P22897	MRC1	ENSG00000260314	10	17809348	17911164	1	1:1000	C	yes
MRI1:Q9BV20:OID30891:v1	Methylthioribose-1-phosphate isomerase	OID30891	Q9BV20	MRI1	Neurology_II	B20707	Q9BV20	MRI1	ENSG00000037757	19	13764522	13774282	1	1:1	B	yes
MRPL24:Q96A35:OID30178:v1	39S ribosomal protein L24, mitochondrial	OID30178	Q96A35	MRPL24	Cardiometabolic_II	B20706	Q96A35	MRPL24	ENSG00000143314	1	156737303	156741590	-1	1:1	A	yes
MRPL28:Q13084:OID31023:v1	39S ribosomal protein L28, mitochondrial	OID31023	Q13084	MRPL28	Neurology_II	B20707	Q13084	MRPL28	ENSG00000086504	16	366969	371289	-1	1:1	C	yes
MRPL52:Q86TS9:OID31239:v1	39S ribosomal protein L52, mitochondrial	OID31239	Q86TS9	MRPL52	Oncology_II	B20705	Q86TS9	MRPL52	ENSG00000172590	14	22829879	22835037	1	1:1	A	yes
MRPL58:Q14197:OID31036:v1	Peptidyl-tRNA hydrolase ICT1, mitochondrial	OID31036	Q14197	MRPL58	Neurology_II	B20707	Q14197	MRPL58	ENSG00000167862	17	75012670	75021261	1	1:1	C	yes
MRPS16:Q9Y3D3:OID30489:v1	28S ribosomal protein S16, mitochondrial	OID30489	Q9Y3D3	MRPS16	Inflammation_II	B20704	Q9Y3D3	MRPS16	ENSG00000182180	10	73248843	73252693	-1	1:1	A	yes
MSLNL:Q96KJ4:OID30939:v1	Mesothelin-like protein	OID30939	Q96KJ4	MSLNL	Neurology_II	B20707	Q96KJ4	MSLNL	ENSG00000162006	16	769428	783370	-1	1:1	B	yes
MST1:P26927:OID30713:v1	Hepatocyte growth factor-like protein	OID30713	P26927	MST1	Inflammation_II	B20704	P26927	MST1	ENSG00000173531	3	49683947	49689501	-1	1:1000	C	yes
MTDH:Q86UE4:OID30538:v1	Protein LYRIC	OID30538	Q86UE4	MTDH	Inflammation_II	B20704	Q86UE4	MTDH	ENSG00000147649	8	97644184	97730260	1	1:1	A	yes
MTHFD2:P13995:OID31078:v1	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial	OID31078	P13995	MTHFD2	Neurology_II	B20707	P13995	MTHFD2	ENSG00000065911	2	74186172	74217565	1	1:1	D	yes
MTHFSD:Q2M296:OID31305:v1	Methenyltetrahydrofolate synthase domain-containing protein	OID31305	Q2M296	MTHFSD	Oncology_II	B20705	Q2M296	MTHFSD	ENSG00000103248	16	86530178	86555235	-1	1:1	B	yes
MTIF3:Q9H2K0:OID31513:v1	Translation initiation factor IF-3, mitochondrial	OID31513	Q9H2K0	MTIF3	Oncology_II	B20705	Q9H2K0	MTIF3	ENSG00000122033	13	27435643	27450591	-1	1:1	D	yes
MTR:Q99707:OID30110:v1	Methionine synthase	OID30110	Q99707	MTR	Cardiometabolic_II	B20706	Q99707	MTR	ENSG00000116984	1	236795260	236921278	1	1:1	A	yes
MTSS1:O43312:OID31492:v1	Protein MTSS 1	OID31492	O43312	MTSS1	Oncology_II	B20705	O43312	MTSS1	ENSG00000170873	8	124550784	124728473	-1	1:1	D	yes
MTSS2:Q765P7:OID31409:v1	Protein MTSS 2	OID31409	Q765P7	MTSS2	Oncology_II	B20705	Q765P7	MTSS2	ENSG00000132613	16	70661204	70686053	-1	1:1	C	yes
MTUS1:Q9ULD2:OID31315:v1	Microtubule-associated tumor suppressor 1	OID31315	Q9ULD2	MTUS1	Oncology_II	B20705	Q9ULD2	MTUS1	ENSG00000129422	8	17643795	17801094	-1	1:1	B	yes
MUC2:Q02817:OID30377:v1	Mucin-2	OID30377	Q02817	MUC2	Cardiometabolic_II	B20706	Q02817	MUC2	ENSG00000198788	11	1074875	1110511	1	1:100	D	yes
MUCL3:Q3MIW9:OID31170:v1	Mucin-like protein 3	OID31170	Q3MIW9	MUCL3	Oncology_II	B20705	Q3MIW9	MUCL3	ENSG00000168631	6	30934523	30954221	1	1:1	A	yes
MXRA8:Q9BRK3:OID30583:v1	Matrix remodeling-associated protein 8	OID30583	Q9BRK3	MXRA8	Inflammation_II	B20704	Q9BRK3	MXRA8	ENSG00000162576	1	1352689	1361777	-1	1:10	B	yes
MYBPC1:Q00872:OID30296:v1	Myosin-binding protein C, slow-type	OID30296	Q00872	MYBPC1	Cardiometabolic_II	B20706	Q00872	MYBPC1	ENSG00000196091	12	101568353	101686028	1	1:10	C	yes
MYBPC2:Q14324:OID30199:v1	Myosin-binding protein C, fast-type	OID30199	Q14324	MYBPC2	Cardiometabolic_II	B20706	Q14324	MYBPC2	ENSG00000086967	19	50432892	50466321	1	1:1	B	yes
MYCBP2:O75592:OID30996:v1	E3 ubiquitin-protein ligase MYCBP2	OID30996	O75592	MYCBP2	Neurology_II	B20707	O75592	MYCBP2	ENSG00000005810	13	77042474	77327094	-1	1:1	C	yes
MYDGF:Q969H8:OID30313:v1	Myeloid-derived growth factor	OID30313	Q969H8	MYDGF	Cardiometabolic_II	B20706	Q969H8	MYDGF	ENSG00000074842	19	4641374	4670362	-1	1:10	C	yes
MYH4:Q9Y623:OID30061:v1	Myosin-4	OID30061	Q9Y623	MYH4	Cardiometabolic_II	B20706	Q9Y623	MYH4	ENSG00000264424	17	10443290	10469559	-1	1:1	A	yes
MYH7B:A7E2Y1:OID31178:v1	Myosin-7B	OID31178	A7E2Y1	MYH7B	Oncology_II	B20705	A7E2Y1	MYH7B	ENSG00000078814	20	34955810	35002437	1	1:1	A	yes
MYH9:P35579:OID30382:v1	Myosin-9	OID30382	P35579	MYH9	Cardiometabolic_II	B20706	P35579	MYH9	ENSG00000100345	22	36281280	36388010	-1	1:100	D	yes
MYL1:P05976:OID30120:v1	Myosin light chain 1/3, skeletal muscle isoform	OID30120	P05976	MYL1	Cardiometabolic_II	B20706	P05976	MYL1	ENSG00000168530	2	210290150	210315174	-1	1:1	A	yes
MYL3:P08590:OID30251:v1	Myosin light chain 3	OID30251	P08590	MYL3	Cardiometabolic_II	B20706	P08590	MYL3	ENSG00000160808	3	46835111	46882172	-1	1:1	B	yes
MYL4:P12829:OID30245:v1	Myosin light chain 4	OID30245	P12829	MYL4	Cardiometabolic_II	B20706	P12829	MYL4	ENSG00000198336	17	47200446	47223679	1	1:1	B	yes
MYL6B:P14649:OID30936:v1	Myosin light chain 6B	OID30936	P14649	MYL6B	Neurology_II	B20707	P14649	MYL6B	ENSG00000196465	12	56152256	56159647	1	1:1	B	yes
MYLPF:Q96A32:OID30917:v1	Myosin regulatory light chain 2, skeletal muscle isoform	OID30917	Q96A32	MYLPF	Neurology_II	B20707	Q96A32	MYL11	ENSG00000180209	16	30370934	30377991	1	1:1	B	yes
MYO6:Q9UM54:OID30989:v1	Unconventional myosin-VI	OID30989	Q9UM54	MYO6	Neurology_II	B20707	Q9UM54	MYO6	ENSG00000196586	6	75749201	75919537	1	1:1	C	yes
MYOM1:P52179:OID30834:v1	Myomesin-1	OID30834	P52179	MYOM1	Neurology_II	B20707	P52179	MYOM1	ENSG00000101605	18	3066807	3219968	-1	1:1	A	yes
MYOM2:P54296:OID30131:v1	Myomesin-2	OID30131	P54296	MYOM2	Cardiometabolic_II	B20706	P54296	MYOM2	ENSG00000036448	8	2045046	2165552	1	1:1	A	yes
MYOM3:Q5VTT5:OID30633:v1	Myomesin-3	OID30633	Q5VTT5	MYOM3	Inflammation_II	B20704	Q5VTT5	MYOM3	ENSG00000142661	1	24056035	24112135	-1	1:10	B	yes
NAA10:P41227:OID30188:v1	N-alpha-acetyltransferase 10	OID30188	P41227	NAA10	Cardiometabolic_II	B20706	P41227	NAA10	ENSG00000102030	X	153929225	153935080	-1	1:1	A	yes
NAA80:Q93015:OID30893:v1	N-alpha-acetyltransferase 80	OID30893	Q93015	NAA80	Neurology_II	B20707	Q93015	NAA80	ENSG00000243477	3	50296402	50299416	-1	1:1	B	yes
NACC1:Q96RE7:OID31393:v1	Nucleus accumbens-associated protein 1	OID31393	Q96RE7	NACC1	Oncology_II	B20705	Q96RE7	NACC1	ENSG00000160877	19	13116862	13141147	1	1:1	C	yes
NAGA:P17050:OID30509:v1	Alpha-N-acetylgalactosaminidase	OID30509	P17050	NAGA	Inflammation_II	B20704	P17050	NAGA	ENSG00000198951	22	42058334	42070842	-1	1:1	A	yes
NAGK:Q9UJ70:OID30271:v1	N-acetyl-D-glucosamine kinase	OID30271	Q9UJ70	NAGK	Cardiometabolic_II	B20706	Q9UJ70	NAGK	ENSG00000124357	2	71064344	71079808	1	1:1	B	yes
NAGPA:Q9UK23:OID30643:v1	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	OID30643	Q9UK23	NAGPA	Inflammation_II	B20704	Q9UK23	NAGPA	ENSG00000103174	16	5024844	5034141	-1	1:10	B	yes
NAP1L4:Q99733:OID31475:v1	Nucleosome assembly protein 1-like 4	OID31475	Q99733	NAP1L4	Oncology_II	B20705	Q99733	NAP1L4	ENSG00000205531	11	2944431	2992377	-1	1:1	D	yes
NAPRT:Q6XQN6:OID31114:v1	Nicotinate phosphoribosyltransferase	OID31114	Q6XQN6	NAPRT	Neurology_II	B20707	Q6XQN6	NAPRT	ENSG00000147813	8	143574785	143578649	-1	1:1	D	yes
NARS1:O43776:OID31035:v1	Asparagine--tRNA ligase, cytoplasmic	OID31035	O43776	NARS1	Neurology_II	B20707	O43776	NARS1	ENSG00000134440	18	57600656	57622213	-1	1:1	C	yes
NCR3LG1:Q68D85:OID31490:v1	Natural cytotoxicity triggering receptor 3 ligand 1	OID31490	Q68D85	NCR3LG1	Oncology_II	B20705	Q68D85	NCR3LG1	ENSG00000188211	11	17351800	17377341	1	1:1	D	yes
NDST1:P52848:OID31369:v1	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1	OID31369	P52848	NDST1	Oncology_II	B20705	P52848	NDST1	ENSG00000070614	5	150485818	150558211	1	1:1	C	yes
NDUFA5:Q16718:OID30520:v1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	OID30520	Q16718	NDUFA5	Inflammation_II	B20704	Q16718	NDUFA5	ENSG00000128609	7	123536997	123557904	-1	1:1	A	yes
